   3.6750000e+01  -5.7749315e+00   5.3193789e+00  -8.8559762e+00             NaN             NaN
   3.6800000e+01  -3.5451315e+00   6.0368900e+00  -2.0799884e+00             NaN             NaN
   3.6850000e+01   1.4293269e+01   1.0865043e+01   1.1059246e+01             NaN             NaN
   3.6900000e+01  -1.3579231e+01   4.1759938e+00  -1.8469412e+00             NaN             NaN
   3.6950000e+01  -8.0047315e+00  -5.4294260e+00  -1.6797094e+01             NaN             NaN
   3.7000000e+01   2.0982669e+01   2.9862824e+00  -1.3235861e+01             NaN             NaN
   3.7050000e+01   1.4293269e+01  -1.0109481e+01  -2.6053029e+00             NaN             NaN
   3.7100000e+01   1.8752869e+01   1.7771680e+01  -5.7352293e+00             NaN             NaN
   3.7150000e+01   1.0948569e+01  -1.3465587e+01  -1.3657885e+01             NaN             NaN
   3.7200000e+01  -1.3153315e+00   3.1066579e+00  -6.3322534e+00             NaN             NaN
   3.7250000e+01  -1.1349431e+01   2.1308349e+01   5.3800943e+00             NaN             NaN
   3.7300000e+01   2.9901869e+01  -2.3510955e+00   2.1647976e+01             NaN             NaN
   3.7350000e+01   3.1442685e+00   8.9393685e-01  -1.5212706e+00             NaN             NaN
   3.7400000e+01   2.5442269e+01  -1.9289026e+01  -3.8933587e+00             NaN             NaN
   3.7450000e+01   7.6038685e+00   4.1528306e+00   1.6401201e+01             NaN             NaN
   3.7500000e+01   4.2591685e+00  -3.7629545e+00  -1.4726662e+01             NaN             NaN
   3.7550000e+01   6.4889685e+00  -1.3076737e+01   1.6044056e+01             NaN             NaN
   3.7600000e+01   2.0982669e+01  -1.4340498e+01  -6.7231169e+00             NaN             NaN
   3.7650000e+01   3.1016769e+01  -5.1841153e+00   8.2385616e+00             NaN             NaN
   3.7700000e+01   2.5442269e+01   1.2628727e+01  -7.4637715e+00             NaN             NaN
   3.7750000e+01   3.4361469e+01   1.8197341e+00  -3.9895034e+00             NaN             NaN
   3.7800000e+01   3.4318877e+02  -5.0455010e+00   1.4468455e+02  -1.3956404e-02   2.9609751e-01
   3.7850000e+01   2.2054977e+02   6.5597940e+00   9.7945262e+01   2.7091838e-02   3.0843355e-01
   3.7900000e+01   2.8409907e+02  -9.0126041e+00   6.9795270e+01  -3.0609603e-02   1.9591481e-01
   3.7950000e+01   1.9602197e+02   5.9626584e+00   1.0493466e+02   2.7690001e-02   3.4949224e-01
   3.8000000e+01   3.0751197e+02  -5.5824488e+00   1.4483309e+02  -1.7289819e-02   3.1964733e-01
   3.8050000e+01   2.8967357e+02   1.5123601e+01   1.0139040e+02   4.6601902e-02   2.6109032e-01
   3.8100000e+01   2.7295007e+02  -2.5688658e+00   1.2857086e+02  -8.8896549e-03   3.1993216e-01
   3.8150000e+01   2.7629477e+02  -8.3321176e+00   9.9472882e+01  -2.9053862e-02   2.6367797e-01
   3.8200000e+01   5.4052607e+02   6.3469877e+01  -7.0472227e-01   9.9045942e-02   6.1461277e-03
   3.8250000e+01   2.8632887e+02   3.5477825e+01   6.2525652e+01   1.0394628e-01   1.8451984e-01
   3.8300000e+01   1.7818357e+02   9.4151957e+01   5.3943104e+01   3.3097086e-01   2.5174029e-01
   3.8350000e+01   1.9379217e+02   7.9809547e+00   8.6416339e+01   3.7125420e-02   3.0965399e-01
   3.8400000e+01   4.9815987e+02  -9.4386605e+00   1.6705136e+01  -1.8059165e-02   3.1313237e-02
   3.8450000e+01   1.7595377e+02   2.0013093e+02   1.0071876e+01   5.1570921e-01   1.1486632e-01
   3.8500000e+01   2.5511167e+02   2.1511532e+02   3.1071989e+01   4.4116874e-01   1.4934802e-01
   3.8550000e+01   2.7406497e+02  -1.0873500e+01   5.1730238e+01  -3.8577842e-02   1.5698727e-01
   3.8600000e+01   1.9156237e+02   1.7918288e+00   8.9401462e+01   8.6812581e-03   3.1847279e-01
   3.8650000e+01   1.7929847e+02   1.1068587e+01   9.0681408e+01   5.4638235e-02   3.3761383e-01
   3.8700000e+01   1.7818357e+02   2.9404515e+01   1.2751648e+02   1.3382441e-01   4.2068281e-01
   3.8750000e+01   1.8152827e+02   3.5786758e+00   1.5098248e+02   1.8122513e-02   4.5444240e-01
   3.8800000e+01   2.1609017e+02   7.8605792e+00   9.5523551e+01   3.2935041e-02   3.0765845e-01
   3.8850000e+01   2.1386037e+02   1.7174362e+01   7.8476393e+01   6.9927819e-02   2.7117560e-01
   3.8900000e+01   1.7483887e+02   2.6588752e+02   2.3304257e+01   5.8742136e-01   1.8716836e-01
   3.8950000e+01   2.7072027e+02   1.4627109e+02   4.1021659e+01   3.3592273e-01   1.5681720e-01
   3.9000000e+01   5.0819397e+02   3.3654653e+00   1.7535207e+01   6.1618948e-03   3.3748511e-02
   3.9050000e+01   4.3461057e+02  -1.1617488e+00   3.4234922e+01  -2.5088993e-03   7.2873128e-02
   3.9100000e+01   4.2123177e+02  -3.7384568e+01   4.5181868e+01  -9.0620838e-02   9.2230941e-02
   3.9150000e+01   1.5923027e+02   2.1937767e+01   8.4940793e+01   1.1425111e-01   3.5158911e-01
   3.9200000e+01   1.8821767e+02  -1.7979122e+01   1.0763221e+02  -9.8215164e-02   3.6133181e-01
   3.9250000e+01   1.9713687e+02   1.0800226e+02   4.3143104e+00   3.3902568e-01   5.3765918e-02
   3.9300000e+01   2.1497527e+02   1.6663462e+02   6.8603287e+00   4.2052649e-01   7.5222915e-02
   3.9350000e+01   2.4842227e+02   8.7115643e+01   5.9130554e+01   2.4716563e-01   2.0659264e-01
   3.9400000e+01   4.4464467e+02   4.9943681e+01   1.2482418e+01   9.5153624e-02   3.4036213e-02
   3.9450000e+01   1.3470247e+02   3.8667412e+01   1.0600279e+02   2.1182424e-01   4.4605875e-01
   3.9500000e+01   2.0605607e+02   3.4250399e+02  -3.5663415e+01   6.0879312e-01  -7.1903519e-02
   3.9550000e+01   2.6626067e+02   2.1596706e+02   3.5019436e+00   4.3162043e-01   6.0923575e-02
   3.9600000e+01   3.5210797e+02   1.9936236e+02  -2.2300604e+01   3.4644405e-01  -2.7990939e-02
   3.9650000e+01   1.8710277e+02   2.8852852e+02   2.4430784e+00   5.9079260e-01   1.0022961e-01
   3.9700000e+01   1.6368987e+02   2.9056998e+02   9.1345526e+00   6.2433231e-01   1.4456942e-01
   3.9750000e+01   2.3058387e+02   2.6659406e+01   1.0482102e+02   9.7671783e-02   3.1598785e-01
   3.9800000e+01   2.6514577e+02  -1.8883793e+00   5.0747253e+01  -6.7126356e-03   1.6032687e-01
   3.9850000e+01   1.9156237e+02   2.7537257e+02  -4.1841517e+01   5.7371351e-01  -1.4515264e-01
   3.9900000e+01   1.8710277e+02   1.9095139e+02   3.1656421e+01   4.8861893e-01   1.8980671e-01
   3.9950000e+01   3.7663577e+02   8.5055580e+01   1.7872383e+01   1.7452850e-01   5.8250619e-02
   4.0000000e+01   2.9970767e+02   1.6836584e+02   1.3318336e+01   3.4466777e-01   7.4297830e-02
   4.0050000e+01   2.1943487e+02   2.5196774e+02   1.1027219e+01   5.1808026e-01   1.0990534e-01
   4.0100000e+01   1.9490707e+02   2.9331965e+02  -9.5485238e+00   5.8488195e-01   4.4869277e-02
   4.0150000e+01   4.6359797e+02   1.1395045e+02   1.4424475e+01   1.8707229e-01   4.4697038e-02
   4.0200000e+01   3.0416727e+02  -1.6234041e+01   6.1404278e+01  -5.2596790e-02   1.6560503e-01
   4.0250000e+01   2.2166467e+02   2.8349041e+01   8.6356049e+01   1.0693239e-01   2.8455690e-01
   4.0300000e+01   1.6146007e+02   4.4165625e+00   8.2320717e+01   2.4970096e-02   3.3844766e-01
   4.0350000e+01   2.1720507e+02   2.2024441e+02   2.3730452e+01   4.8700366e-01   1.4814955e-01
   4.0400000e+01   1.7149417e+02   1.8957655e+02   1.1263579e+01   5.0858682e-01   1.1985147e-01
   4.0450000e+01   2.8786969e+01   5.0416033e+00   7.1002122e+00             NaN             NaN
   4.0500000e+01   8.0072369e+01  -2.2228560e+01  -1.5136302e+01             NaN             NaN
   4.0550000e+01   3.7775067e+02  -1.9914249e+01  -2.7569651e+01  -5.1918712e-02  -8.2655902e-02
   4.0600000e+01   4.1900197e+02  -3.0806593e+01   2.3866226e+01  -7.3923767e-02   4.9674615e-02
   4.0650000e+01   4.6582777e+02  -1.1179181e+01   1.0118231e+01  -2.2984589e-02   1.9791016e-02
   4.0700000e+01   3.5768247e+02  -9.9570048e+00  -3.4738736e+00  -2.6759805e-02  -1.1620837e-02
   4.0750000e+01   2.0382627e+02   1.2577658e+01   4.0132056e+01   5.4617311e-02   1.6724161e-01
   4.0800000e+01   1.8752869e+01   8.6523219e+00   1.1295709e+01             NaN             NaN
   4.0850000e+01  -1.6923931e+01   3.1825705e+01  -2.3229704e+01             NaN             NaN
   4.0900000e+01  -5.7749315e+00  -6.5357865e+00  -5.2425629e+00             NaN             NaN
